0	0
0.01	8.08815e-06
0.02	6.53792e-05
0.03	0.000222816
0.04	0.000532993
0.05	0.00104985
0.06	0.00182834
0.07	0.00292406
0.08	0.00439285
0.09	0.00629039
0.1	0.00867176
0.11	0.011591
0.12	0.0151005
0.13	0.0192508
0.14	0.0240901
0.15	0.0296633
0.16	0.0360123
0.17	0.043175
0.18	0.0511851
0.19	0.0600719
0.2	0.0698596
0.21	0.080567
0.22	0.0922077
0.23	0.104789
0.24	0.118314
0.25	0.132776
0.26	0.148167
0.27	0.164469
0.28	0.18166
0.29	0.199711
0.3	0.218587
0.31	0.238248
0.32	0.258649
0.33	0.279738
0.34	0.30146
0.35	0.323755
0.36	0.346558
0.37	0.369803
0.38	0.393419
0.39	0.417332
0.4	0.441468
0.41	0.46575
0.42	0.490101
0.43	0.514445
0.44	0.538703
0.45	0.562799
0.46	0.58666
0.47	0.610212
0.48	0.633386
0.49	0.656114
0.5	0.678333
0.51	0.699984
0.52	0.721011
0.53	0.741364
0.54	0.760997
0.55	0.77987
0.56	0.797949
0.57	0.815205
0.58	0.831613
0.59	0.847156
0.6	0.861823
0.61	0.875607
0.62	0.888508
0.63	0.90053
0.64	0.911683
0.65	0.921983
0.66	0.931448
0.67	0.940102
0.68	0.947974
0.69	0.955095
0.7	0.961499
0.71	0.967222
0.72	0.972304
0.73	0.976787
0.74	0.980711
0.75	0.98412
0.76	0.987056
0.77	0.989563
0.78	0.991683
0.79	0.993456
0.8	0.994923
0.81	0.996121
0.82	0.997086
0.83	0.997852
0.84	0.99845
0.85	0.998908
0.86	0.999251
0.87	0.999502
0.88	0.999681
0.89	0.999804
0.9	0.999885
0.91	0.999937
0.92	0.999968
0.93	0.999985
0.94	0.999994
0.95	0.999998
0.96	0.999999
0.97	1
0.98	1
0.99	1
