0	0
0.01	4.48503e-1695
0.02	3.04037e-1392
0.03	1.75268e-1214
0.04	5.56849e-1088
0.05	1.34042e-989
0.06	5.10795e-909
0.07	9.57412e-841
0.08	1.30179e-781
0.09	2.26832e-730
0.1	8.51898e-685
0.11	1.21321e-643
0.12	4.39595e-606
0.13	1.87745e-571
0.14	1.79654e-539
0.15	1.0284e-509
0.16	7.24615e-482
0.17	1.2615e-455
0.18	5.6683e-431
0.19	1.10005e-407
0.2	1.44001e-385
0.21	1.56411e-364
0.22	1.66616e-344
0.23	2.47044e-325
0.24	5.04054e-307
0.25	2.81678e-289
0.26	2.01226e-272
0.27	3.45154e-256
0.28	1.45571e-240
0.29	1.80638e-225
0.3	7.74734e-211
0.31	9.32458e-197
0.32	4.24312e-183
0.33	6.87697e-170
0.34	4.29249e-157
0.35	1.26579e-144
0.36	1.49115e-132
0.37	8.34009e-121
0.38	2.80003e-109
0.39	3.48364e-98
0.4	2.45297e-87
0.41	9.37978e-77
0.42	1.92103e-66
0.43	2.23345e-56
0.44	1.46327e-46
0.45	5.74438e-37
0.46	1.29969e-27
0.47	1.69166e-18
0.48	1.25766e-09
